csv_id,year_start,year_end,loc_abbrev,loc_desc,source,class,topic,question,response,data_value_unit,data_value_type_id,data_value_type,data_value,data_value_alt,data_value_footnote_symbol,data_value_footnote,low_confidence_limit,high_confidence_limit,sample_size,strat_cat_1,strat1,strat_cat_2,strat2,strat_cat_3,strat3,geolocation,class_id,topic_id,question_id,response_id,location_id,strat_cat_id_1,strat_id_1,strat_cat_id_2,strat_id_2,strat_cat_id_3,strat_id_3,report,id
,2018,2018,AK,Alaska,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,49.2,49.2,,,44.9,53.5,,Age Group,Overall,,,,,POINT (-147.722059 64.84507996),C03,TSC09,Q09,,02,AGE,AGE_OVERALL,OVERALL,OVERALL,,,,520
,2020,2020,AZ,Arizona,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C05,TMC03,Q27,,04,AGE,5064,RACE,BLK,,,,521
,2018,2018,AK,Alaska,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,8.2,8.2,,,5.7,11.8,,Age Group,50-64 years,Gender,Male,,,POINT (-147.722059 64.84507996),C05,TMC01,Q03,,02,AGE,5064,GENDER,MALE,,,,522
,2015,2015,AK,Alaska,BRFSS,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-147.722059 64.84507996),C02,TNC02,Q02,,02,AGE,AGE_OVERALL,RACE,BLK,,,,523
,2017,2017,AK,Alaska,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,29.1,29.1,,,23.4,35.5,,Age Group,65 years or older,Gender,Female,,,POINT (-147.722059 64.84507996),C02,TNC03,Q16,,02,AGE,65PLUS,GENDER,FEMALE,,,,524
,2015,2020,AZ,Arizona,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-111.7638113 34.86597028),C06,TCC03,Q41,,04,AGE,65PLUS,RACE,HIS,,,,525
,2016,2016,AL,Alabama,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,28.1,28.1,,,25.3,31,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-86.63186076 32.84057112),C05,TMC03,Q27,,01,AGE,5064,RACE,WHT,,,,526
,2015,2015,AZ,Arizona,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.7638113 34.86597028),C05,TMC03,Q27,,04,AGE,AGE_OVERALL,RACE,ASN,,,,527
,2017,2017,AL,Alabama,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076 32.84057112),C01,TOC13,Q45,,01,AGE,5064,RACE,NAA,,,,528
,2017,2017,AK,Alaska,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-147.722059 64.84507996),C03,TSC04,Q19,,02,AGE,65PLUS,RACE,ASN,,,,529
,2018,2018,AZ,Arizona,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,65.9,65.9,,,62.6,69,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-111.7638113 34.86597028),C03,TSC04,Q19,,04,AGE,65PLUS,RACE,WHT,,,,530
,2017,2017,AL,Alabama,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,44.7,44.7,,,39.2,50.4,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C03,TSC08,Q18,,01,AGE,5064,RACE,BLK,,,,531
,2019,2019,AL,Alabama,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,%,PRCTG,Percentage,15.0,15.0,,,11,20.1,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C06,TCC01,Q30,,01,AGE,65PLUS,RACE,BLK,,,,532
,2017,2017,AK,Alaska,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-147.722059 64.84507996),C07,TGC03,Q38,,02,AGE,5064,RACE,NAA,,,,533
,2015,2015,AL,Alabama,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076 32.84057112),C05,TMC01,Q03,,01,AGE,65PLUS,RACE,NAA,,,,534
,2019,2019,AK,Alaska,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-147.722059 64.84507996),C01,TOC13,Q45,,02,AGE,65PLUS,RACE,HIS,,,,535
,2015,2015,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,,%,PRCTG,Percentage,15.6,15.6,,,13.9,17.3,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-111.7638113 34.86597028),C02,TNC02,Q02,,04,AGE,65PLUS,RACE,WHT,,,,536
,2018,2018,AZ,Arizona,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,48.9,48.9,,,36.9,61,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C03,TSC04,Q19,,04,AGE,AGE_OVERALL,RACE,NAA,,,,537
,2015,2015,AL,Alabama,BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,,%,PRCTG,Percentage,32.6,32.6,,,28.9,36.5,,Age Group,Overall,,,,,POINT (-86.63186076 32.84057112),C07,TGC04,Q39,,01,AGE,AGE_OVERALL,OVERALL,OVERALL,,,,538
,2016,2016,AL,Alabama,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076 32.84057112),C02,TNC04,Q13,,01,AGE,65PLUS,RACE,NAA,,,,539
,2015,2015,AL,Alabama,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076 32.84057112),C01,TOC03,Q35,,01,AGE,5064,RACE,NAA,,,,540
,2018,2018,AL,Alabama,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076 32.84057112),C04,TAC03,Q21,,01,AGE,AGE_OVERALL,RACE,NAA,,,,541
,2017,2017,AZ,Arizona,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,32.4,32.4,,,24,42.1,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C03,TSC08,Q18,,04,AGE,5064,RACE,BLK,,,,542
,2016,2016,AK,Alaska,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,19.2,19.2,,,16.6,22.1,,Age Group,Overall,,,,,POINT (-147.722059 64.84507996),C01,TOC07,Q32,,02,AGE,AGE_OVERALL,OVERALL,OVERALL,,,,543
,2018,2018,AZ,Arizona,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.7638113 34.86597028),C03,TSC10,Q10,,04,AGE,AGE_OVERALL,RACE,ASN,,,,544
,2018,2018,AL,Alabama,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,61.9,61.9,,,57.9,65.8,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C01,TOC09,Q34,,01,AGE,AGE_OVERALL,RACE,BLK,,,,545
,2016,2016,AK,Alaska,BRFSS,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Gender,Male,,,POINT (-147.722059 64.84507996),C01,TOC06,Q05,,02,AGE,65PLUS,GENDER,MALE,,,,546
,2017,2017,AZ,Arizona,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,48.1,48.1,,,31.5,65.1,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C03,TSC04,Q19,,04,AGE,65PLUS,RACE,NAA,,,,547
,2015,2015,AZ,Arizona,BRFSS,Overall Health,Severe joint pain among older adults with arthritis,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,32.6,32.6,,,25.6,40.6,,Age Group,50-64 years,Gender,Male,,,POINT (-111.7638113 34.86597028),C01,TOC12,Q44,,04,AGE,5064,GENDER,MALE,,,,548
,2019,2019,AZ,Arizona,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.7638113 34.86597028),C04,TAC03,Q21,,04,AGE,5064,RACE,ASN,,,,549
,2017,2017,AL,Alabama,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,10.5,10.5,,,6.8,14.2,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076 32.84057112),C01,TOC01,Q08,,01,AGE,AGE_OVERALL,RACE,NAA,,,,550
,2015,2015,AZ,Arizona,BRFSS,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,,%,PRCTG,Percentage,89.9,89.9,,,86.1,92.8,,Age Group,65 years or older,Gender,Male,,,POINT (-111.7638113 34.86597028),C01,TOC04,Q04,,04,AGE,65PLUS,GENDER,MALE,,,,569
,2018,2018,AK,Alaska,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-147.722059 64.84507996),C05,TMC03,Q27,,02,AGE,65PLUS,RACE,ASN,,,,551
,2017,2017,AK,Alaska,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,19.4,19.4,,,12,29.9,,Age Group,65 years or older,Gender,Male,,,POINT (-147.722059 64.84507996),C01,TOC13,Q45,,02,AGE,65PLUS,GENDER,MALE,,,,552
,2018,2018,AZ,Arizona,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,68.9,68.9,,,64.2,73.3,,Age Group,50-64 years,Gender,Female,,,POINT (-111.7638113 34.86597028),C01,TOC09,Q34,,04,AGE,5064,GENDER,FEMALE,,,,553
,2018,2018,AZ,Arizona,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,,%,PRCTG,Percentage,44.4,44.4,,,32.5,57,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C03,TSC02,Q15,,04,AGE,5064,RACE,NAA,,,,554
,2015,2015,AZ,Arizona,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,8.8,8.8,,,5.6,11.9,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C01,TOC03,Q35,,04,AGE,AGE_OVERALL,RACE,BLK,,,,555
,2018,2018,AL,Alabama,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,,%,PRCTG,Percentage,72.2,72.2,,,65.6,77.9,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C03,TSC02,Q15,,01,AGE,65PLUS,RACE,BLK,,,,556
,2016,2016,AK,Alaska,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,16.4,16.4,,,12,22.2,,Age Group,50-64 years,Gender,Male,,,POINT (-147.722059 64.84507996),C01,TOC07,Q32,,02,AGE,5064,GENDER,MALE,,,,557
,2018,2018,AK,Alaska,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-147.722059 64.84507996),C01,TOC05,Q07,,02,AGE,5064,RACE,ASN,,,,558
,2018,2018,AL,Alabama,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076 32.84057112),C03,TSC04,Q19,,01,AGE,5064,RACE,NAA,,,,559
,2020,2020,AR,Arkansas,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,,%,PRCTG,Percentage,80.3,80.3,,,77.1,83.2,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-92.27449074 34.74865012),C03,TSC02,Q15,,05,AGE,65PLUS,RACE,WHT,,,,560
,2019,2019,AL,Alabama,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076 32.84057112),C02,TNC03,Q16,,01,AGE,5064,RACE,NAA,,,,561
,2017,2017,AL,Alabama,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-86.63186076 32.84057112),C01,TOC08,Q33,,01,AGE,AGE_OVERALL,RACE,ASN,,,,562
,2018,2018,AL,Alabama,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-86.63186076 32.84057112),C05,TMC01,Q03,,01,AGE,5064,RACE,HIS,,,,563
,2015,2015,AZ,Arizona,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,8.0,8.0,,,4.9,12.9,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-111.7638113 34.86597028),C04,TAC01,Q17,,04,AGE,65PLUS,RACE,HIS,,,,564
,2015,2020,AK,Alaska,BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,,%,PRCTG,Percentage,27.6,27.6,,,21.8,34.3,,Age Group,50-64 years,Gender,Female,,,POINT (-147.722059 64.84507996),C07,TGC01,Q36,,02,AGE,5064,GENDER,FEMALE,,,,565
,2015,2015,AZ,Arizona,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,48.2,48.2,,,35.1,61.6,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C01,TOC07,Q32,,04,AGE,AGE_OVERALL,RACE,NAA,,,,566
,2018,2018,AL,Alabama,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076 32.84057112),C01,TOC01,Q08,,01,AGE,AGE_OVERALL,RACE,NAA,,,,567
,2020,2020,AZ,Arizona,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,,%,PRCTG,Percentage,81.9,81.9,,,79.7,83.9,,Age Group,50-64 years,,,,,POINT (-111.7638113 34.86597028),C01,TOC05,Q07,,04,AGE,5064,OVERALL,OVERALL,,,,568
,2017,2017,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,,%,PRCTG,Percentage,12.7,12.7,,,11.5,14.1,,Age Group,Overall,Gender,Male,,,POINT (-111.7638113 34.86597028),C02,TNC02,Q02,,04,AGE,AGE_OVERALL,GENDER,MALE,,,,607
,2015,2015,AZ,Arizona,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,48.9,48.9,,,38.1,59.8,,Age Group,50-64 years,Gender,Female,,,POINT (-111.7638113 34.86597028),C06,TCC02,Q31,,04,AGE,5064,GENDER,FEMALE,,,,570
,2016,2016,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,27.1,27.1,,,24.4,29.9,,Age Group,65 years or older,Gender,Male,,,POINT (-111.7638113 34.86597028),C02,TNC04,Q13,,04,AGE,65PLUS,GENDER,MALE,,,,571
,2018,2018,AZ,Arizona,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C05,TMC01,Q03,,04,AGE,65PLUS,RACE,BLK,,,,572
,2016,2016,AL,Alabama,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,40.5,40.5,,,37.9,43.2,,Age Group,50-64 years,,,,,POINT (-86.63186076 32.84057112),C01,TOC10,Q46,,01,AGE,5064,OVERALL,OVERALL,,,,573
,2017,2017,AL,Alabama,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,69.0,69.0,,,66.9,71,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-86.63186076 32.84057112),C01,TOC08,Q33,,01,AGE,AGE_OVERALL,RACE,WHT,,,,574
,2017,2017,AK,Alaska,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-147.722059 64.84507996),C07,TGC03,Q38,,02,AGE,65PLUS,RACE,HIS,,,,575
,2016,2016,AZ,Arizona,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.7638113 34.86597028),C03,TSC11,Q11,,04,AGE,65PLUS,RACE,ASN,,,,576
,2015,2015,AK,Alaska,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,5.0,5.0,,,4.1,5.8,,Age Group,Overall,Gender,Female,,,POINT (-147.722059 64.84507996),C01,TOC01,Q08,,02,AGE,AGE_OVERALL,GENDER,FEMALE,,,,577
,2016,2016,AL,Alabama,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-86.63186076 32.84057112),C05,TMC01,Q03,,01,AGE,65PLUS,RACE,ASN,,,,578
,2017,2017,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,,%,PRCTG,Percentage,14.0,14.0,,,12.6,15.6,,Age Group,65 years or older,Gender,Female,,,POINT (-111.7638113 34.86597028),C02,TNC02,Q02,,04,AGE,65PLUS,GENDER,FEMALE,,,,579
,2018,2018,AL,Alabama,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-86.63186076 32.84057112),C01,TOC07,Q32,,01,AGE,AGE_OVERALL,RACE,ASN,,,,580
,2015,2015,AZ,Arizona,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.7638113 34.86597028),C01,TOC03,Q35,,04,AGE,AGE_OVERALL,RACE,ASN,,,,581
,2017,2017,AL,Alabama,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,10.3,10.3,,,8.6,12.4,,Age Group,65 years or older,Gender,Female,,,POINT (-86.63186076 32.84057112),C05,TMC01,Q03,,01,AGE,65PLUS,GENDER,FEMALE,,,,582
,2020,2020,AL,Alabama,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-86.63186076 32.84057112),C04,TAC01,Q17,,01,AGE,65PLUS,RACE,ASN,,,,583
,2018,2018,AK,Alaska,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-147.722059 64.84507996),C03,TSC10,Q10,,02,AGE,AGE_OVERALL,RACE,HIS,,,,584
,2019,2019,AZ,Arizona,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C05,TMC03,Q27,,04,AGE,65PLUS,RACE,NAA,,,,585
,2016,2016,AL,Alabama,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076 32.84057112),C01,TOC10,Q46,,01,AGE,5064,RACE,NAA,,,,586
